微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IzEa8vje2,【富阳下冰雹了！】刚刚，多位网友给快报留言说，富阳下冰雹了。网友“我是豆妈”也给我们发来视频说，野生动物园正在下冰雹了。据@中国气象爱好者 称，受西南急流爆发北上影响，一道暖式切变在江南上空生成，并在杭州西部激发出一坨肥硕的打雷云团，带来狂风暴雨。这坨打雷正在不断发展，杭州市区附近更是测得紫色回波，显示局部可能已经出现冰雹。富阳下冰雹了！  都市快报的微博视频                                ,无,无,无,2020-03-21 16:55,微博视频,15,5,6
IzE1LCgID,【刚刚，杭州第一声春雷打响，网友心疼：上午怒放的樱花、海棠，你们还好吗？】刚刚，你听到雷声了吗？早上还是晴空万里，最高气温达到28.3℃，追平2月下旬创下的新年以来最高纪录，到了下午说变脸就变脸，狂风阵阵，并且越吹越猛。强对流天气说来就来！雷雨来袭，西湖边宛如黑夜，一道闪电划过。刚刚杭州市气象台也发布雷电黄色预警信号！很多网友担心，上午怒放的樱花、海棠你们还好吗？刚刚，杭州第一声春雷打响，网友心疼：上午怒放的樱花、海棠，你们还好吗？            [组图共9张]    原图                            ,"http://ww4.sinaimg.cn/large/6e1fdf79ly1gd1mw692wij20m80et767.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gd1mw6dzkxj20m80etgq6.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gd1mw7pm44j20m80goh0h.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gd1mw6bxhij20m80etq7z.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gd1mw77bgjj20m80gon7g.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gd1mw6jx32j20m80etjuf.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gd1mwg4g4kj20b50d10ta.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gd1mw73rimj20m80tmng3.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gd1mw7rwr8j20m80tme0c.jpg",无,无,2020-03-21 16:35,微博 weibo.com,63,18,18
IzDQha4tb,【刚刚，杭州地铁发布公告：即日起，乘坐地铁无需测温亮码！】根据杭州市新冠肺炎疫情防控指挥部的最新通告，即日起，杭州地铁全线网车站取消“测温+亮码”管控措施。杭州地铁将继续加强客流监控，严格控制站内人员密度，并适时采取客流管制等措施，避免过度拥挤。温馨提醒，为了您的健康，请您和您的家人乘坐地铁出行时继续佩戴口罩。刚刚，杭州地铁发布公告：即日起，乘坐地铁无需测温亮码！                原图                            ,http://wx2.sinaimg.cn/large/6e1fdf79ly1gd1m35anc4j20gi0m7grg.jpg,无,无,2020-03-21 16:06,微博 weibo.com,112,23,39
IzDNEknfa,【刚刚，第一声春雷！杭州已发布雷电黄色预警信号，快回家】杭州市气象台刚刚发布雷电黄色预警信号：受雷雨云团影响，预计今天傍晚到夜里主城区和钱塘新区将出现中到大阵雨或雷雨，雷雨时伴有强雷电、短时暴雨和6-8级雷雨大风，请注意防范。防御措施：1.政府及相关部门做好防雷击、大风、短时暴雨准备工作； 2.密切关注天气，尽量避免户外活动。刚刚，第一声春雷你听到了吗？杭州已发布雷电黄色预警信号，快回家            [组图共2张]    原图                            ,"http://ww4.sinaimg.cn/large/6e1fdf79ly1gd1luyp5qtj204603laa3.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gd1lweysrlj209209s3yo.jpg",无,无,2020-03-21 16:00,微博 weibo.com,27,17,15
IzDxVxHrs,【为刺激消费回暖，一大波红包、打折、消费券来袭，你领到了么？】近日，多地宣布将向居民发放各种形式的消费券，其中，南京发放的消费券达3.18亿元，浙江将推出总价达10亿元的文旅消费券和1亿元的文旅消费大红包，济南推出2000万元的文旅消费券，不少超市、饭店、旅行社也纷纷推出各种优惠活动，你领到了么？#疫情结束后重新过年#            [组图共3张]    原图                            ,"http://ww1.sinaimg.cn/large/6e1fdf79ly1gd1kpdr082j21ht0u0b2c.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gd1kpe5cpuj21dr0u0nph.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gd1kpawv8lj20gg0zkjve.jpg",无,无,2020-03-21 15:21,微博 weibo.com,9,2,10
IzCqB1xbp,【强对流天气马上到！下午杭州会一秒变天，强雷电、8-10级雷雨大风都要来】今天上午，温暖的阳光持续在线，暖风吹拂，天气好到让人觉得不出去走走都有点说不过去。中午11点多最高气温已经超过25℃。杭州市气象台预计，今天白天最高气温可能会升到近30℃，创下杭州今年入春以来的最高纪录。但市气象台说，预计今天中午前后起，杭州自西向东转阴有阵雨或雷雨，我们很可能会听到，杭州主城区今年的第一声雷。今天夜里，冷暖气流交汇，是杭州地区主要的降雨时段，普遍有中到大雨的量级，局地有暴雨。重要提醒：强对流天气马上到，下午杭州会一秒变天，强雷电、8-10级雷雨大风都要来            [组图共4张]    原图                            ,"http://ww3.sinaimg.cn/large/6e1fdf79ly1gd1fu98eflj20hr0hcn4j.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gd1fu94dhxj20j20bn42e.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gd1fu9dmkkj20m80etqjb.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gd1fu97p2wj20m80ettf2.jpg",无,无,2020-03-21 12:30,微博 weibo.com,20,9,9
IzC5fuAjX,【#遇见春天# 】雷峰塔下，樱花盛开~（首席记者 陈中秋 摄） [组图共9张]原图,"http://ww2.sinaimg.cn/large/6e1fdf79ly1gd1ebbld5oj20m80etgs4.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gd1ebbr4nnj20m80xck09.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gd1ebbcrwwj20m80etwj0.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gd1ebbovdsj20m80xc10u.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gd1ebbwmfhj20m80xcgz3.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gd1ebbmfk4j20m80ettfy.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gd1ebbv7j5j20m80xck4x.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gd1ebbtc0xj20m80etdhe.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gd1ebbx1eyj20m80et41w.jpg",无,无,2020-03-21 11:38,微博 weibo.com,123,53,16
IzBNutCeC,【温州新增1例境外输入新冠肺炎确诊病例】3月20日0-24时，全市新增1例境外输入新冠肺炎确诊病例。截至3月20日24时，全市累计报告2例境外输入新冠肺炎确诊病例。新增病例郑某，3月17日从西班牙马德里飞抵北京。3月18日乘坐CA1539航班从北京抵温，经机场检疫后，由专用车直接接送到集中隔离点进行医学观察。综合流行病学史、临床症状、实验室检测结果，诊断为境外输入新冠肺炎确诊病例。目前患者病情稳定，在定点医院隔离治疗。追踪到该病例的密切接触者均已落实集中隔离医学观察。温州新增1例境外输入新冠肺炎确诊病例                原图                            ,http://wx1.sinaimg.cn/large/6e1fdf79ly1gd1d2547pfj20dc05n0uq.jpg,无,无,2020-03-21 10:54,微博 weibo.com,12,2,10
IzBCaplyq,【嘉兴新增1境外输入病例】嘉兴最新情况通报：3月20日0-24时，嘉兴市新增境外输入确诊病例1例。病例为土耳其籍，3月15日自土耳其出发，于3月16日抵达上海浦东机场，经机场检疫后，返回海宁市租住小区，在居家医学观察期间出现症状，综合流行病学史、临床表现、实验室检测和影像学检查结果等，诊断为确诊病例。截至3月20日24时，嘉兴市累计报告境外输入确诊病例1例。嘉兴新增1境外输入病例                原图                            ,http://wx3.sinaimg.cn/large/6e1fdf79ly1gd1c94chs3j20dc05n0uq.jpg,无,无,2020-03-21 10:26,微博 weibo.com,31,7,25
IzBBogw6B,【特朗普宣布纽约州为新冠肺炎疫情重大灾区】美国总统特朗普当地时间20日宣布，纽约州为新冠肺炎疫情重大灾区，这将为联邦提供救援物资铺平道路。据美国媒体报道，这是美国总统首次因公共卫生安全事件宣布重大灾区。纽约州是美国疫情最严重的一个州，目前新冠肺炎确诊病例为8398例。特朗普宣布纽约州为新冠肺炎疫情重大灾区                原图                            ,http://wx4.sinaimg.cn/large/6e1fdf79ly1gd1c748g3lj20dc05njtc.jpg,无,无,2020-03-21 10:24,微博 weibo.com,10,1,3
IzBus2Cqu,【杭州：电影院、图书馆等恢复开放，部分场所取消“测温+亮码”】据杭州市新冠肺炎疫情防控指挥部关于调整疫情防控措施的通告：各类企事业单位、楼宇、景区、宾馆、商场、地铁、公交、出租车等公共场所和交通工具，取消“测温+亮码”等管控措施。图书馆、文化馆、美术馆、博物馆、非物质文化遗产展示馆、影剧院、室内外体育场馆、餐厅包厢，以及会展、书店、艺术品、演艺、娱乐、网吧网咖等公共和经营场所即日起可恢复开放。杭州市新冠肺炎疫情防控指挥部关于调整疫情防控措施的通告                原图                            ,http://wx4.sinaimg.cn/large/6e1fdf79ly1gd1bpb9rpdj20dc05njtc.jpg,无,无,2020-03-21 10:07,微博 weibo.com,430,29,124
IzBonyg43,【最新通告：在杭州，下列情况可不戴口罩了】根据国家卫健委“公众科学戴口罩指引”，结合杭州实际，下列情况可不戴口罩：1.公园、绿道、景区、大街等户外场所，无人员聚集；2.野外勘探、高空作业、建筑工地和农作劳动；3.骑自行车、电动车，在空旷处行走、散步、锻炼；4.无境外人员接触史的单位同事在通风良好的场所办公、小范围会议；5.独自驾车或和熟知人员同乘私家车；6.非群体性室内体育运动。杭州市新冠肺炎疫情防控指挥部关于调整疫情防控措施的通告                原图                            ,http://wx4.sinaimg.cn/large/6e1fdf79ly1gd1b9rz1xdj20dc05njtc.jpg,无,无,2020-03-21 09:52,微博 weibo.com,1017,136,201
IzBnmASic,【杭州市新冠肺炎疫情防控指挥部关于调整疫情防控措施的通告】根据疫情形势，为进一步落实精密智控要求，全力防范境外疫情输入，尽快恢复正常生产生活秩序，现就疫情防控措施调整通告！杭州市新冠肺炎疫情防控指挥部关于调整疫情防控措施的通告 原图,http://wx1.sinaimg.cn/large/6e1fdf79ly1gd1b76cqkhj20dc05njtc.jpg,无,无,2020-03-21 09:50,微博 weibo.com,9,7,7
IzBkx7hxS,【不是林黛玉，却每天都要“葬花”…杭州男花农这两天最大的愿望：花儿啊，你慢点开】春分，风和日暖，百花盛开。有个男人却希望——花儿啊，你慢点开，再慢点开。大年初八，他和同事挖了个大坑，“葬”了两万多株郁金香。他不是林黛玉，他是杭州花农吴玉军。吴玉军说，原本预计今年1月的销售额能达到100万元，2月接近100万元，3月五六十万元…为了自救，吴玉军和同事们发动身边每一个人的微信朋友圈卖花。他说今年收回成本的可能性也不太大，现在能做的只有咬牙挺住，把损失降到最小。不是林黛玉，却每天都要“葬花”……杭州男花农这两天最大的愿望：花儿啊，你慢点开            [组图共3张]    原图                            ,"http://ww3.sinaimg.cn/large/6e1fdf79ly1gd1azw5b1uj20m80go1kx.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gd1azw9pyqj20m80gonmu.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gd1azvyjc0j20m80go4o7.jpg",无,无,2020-03-21 09:43,微博 weibo.com,10,6,10
IzBf1b7PY,【下周一起，杭州工作日将恢复高架、快速路错峰限行，地面道路暂不限行】据@杭州交警 ：今天（3月21日），杭州市“新冠肺炎”疫情防控指挥部发出通告，为更好满足市民通勤需求，助力城市复工复产，结合当前杭州市道路交通状况，3月23日（下周一）起将先行在主城区高架道路、快速路恢复机动车工作日早晚高峰时段错峰限行，即每周一至周五的早高峰7时至9时、晚高峰16时30分至18时30分将对相应尾号的机动车实施限行措施。    对浙A号牌机动车先行恢复“错峰限行”措施的道路范围是原错峰限行区域内的高架、快速路，具体包括上塘高架（瓜山立交以南）、中河高架（复兴立交以北）、文一路隧道（紫金港立交以东）、德胜快速路（石德立交以西）。同时，将对非浙A号牌机动车在杭州绕城高速合围区域内的高架、快速路（含匝道以及附属桥梁、隧道）实施“错峰限行” 措施。下周一起，杭州工作日将恢复高架、快速路错峰限行，地面道路暂不限行                原图                            ,http://wx4.sinaimg.cn/large/6e1fdf79ly1gd1ali68gnj20j60gw42i.jpg,无,无,2020-03-21 09:29,微博 weibo.com,8,7,12
IzBajhqXb,【杭州无新增境外输入病例 专家提醒：宅家太久应进行适当的户外活动，增强自身免疫力】2020年3月20日0-24时，全市无新增境外输入新冠肺炎确诊病例。截至3月20日24时，累计报告境外输入确诊病例2例，定点医院隔离治疗。3月20日0-24时，全市无新增本地确诊病例，无新增出院病例。杭州无新增境外输入病例 专家提醒：宅家太久应进行适当的户外活动，增强自身免疫力 原图,http://wx1.sinaimg.cn/large/6e1fdf79ly1gd1a9f2741j20dc05njtc.jpg,无,无,2020-03-21 09:17,微博 weibo.com,11,2,6
IzB4IDjcJ,【浙江新增境外输入病例2例，全省已28天无本地新增确诊病例】3月20日0-24时，新增境外输入新冠肺炎确诊病例2例，其中西班牙1例、土耳其1例。无新增出院病例。截至3月20日24时，累计报告境外输入确诊病例19例，累计出院4例。3月20日0-24时，无新增本地确诊病例，无新增出院病例。全省已28天无本地新增确诊病例。浙江新增境外输入新冠肺炎确诊病例2例                原图                            ,http://wx4.sinaimg.cn/large/6e1fdf79ly1gd19qhtwn5j20dc05njtc.jpg,无,无,2020-03-21 09:04,微博 weibo.com,17,3,15
IzAEJzV3r,下岗工人王文明的这杯龙井茶一年一续，我们喝了20年！来杭友圈分享你的#春天小茶事#20罐纯手工制头采明前茶请你尝尝鲜 原图,http://wx1.sinaimg.cn/large/6e1fdf79ly1gd0u42512vj20ku112x13.jpg,无,无,2020-03-21 08:00,微博 weibo.com,7,1,0
IzxUzEgS1,【3月23日上午7∶00起  杭州有序恢复高架、快速路工作日高峰时段机动车“错峰限行”】为更好满足市民通勤需求，助力城市复工复产，结合当前杭州市道路交通状况，决定自2020年3月23日上午7∶00起，有序恢复高架、快速路工作日（星期一至星期五）高峰时段机动车“错峰限行”交通管理措施。现将有关事项通告如下：3月23日上午7∶00起 杭州有序恢复高架、快速路工作日高峰时段机动车“错峰限行”            [组图共2张]    原图                            ,"http://ww2.sinaimg.cn/large/6e1fdf79ly1gd0vw99venj20gk32hqhd.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gd0vwkz98ij20k00heqiu.jpg",无,无,2020-03-21 01:00,专业版微博,34,12,20
Izxueukh2,【德国一学校5名中国学生确诊，目前均为轻症或无症状】3月20日，中国驻法兰克福总领馆发布关于驻法兰克福总领馆领区某语言学校新冠肺炎疫情的通报，学校共18名学生检测结果为阳性，其中5名为中国籍学生。确诊的中国籍学生目前均为轻症或无症状，根据德方相关处置流程仍须留在学校隔离观察。提醒：如在境外确诊感染，可向中国驻外使领馆报告。德国一学校5名中国学生确诊，目前均为轻症或无症状            [组图共2张]    原图                            ,"http://ww1.sinaimg.cn/large/6e1fdf79ly1gd0u0zx8wqj20k00bhk2h.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gd0u125kqsj20k00j4k2x.jpg",无,无,2020-03-20 23:55,专业版微博,27,4,6
Izxk6zghP,【2018位英雄！浙江援鄂人员全名单公布】1月25日大年初一，浙江省第一批援鄂医疗队紧急驰援武汉。接下来，第二批，第三批、第四批......截至目前，浙江先后派出17批次共2018人驰援湖北武汉、荆门，累计经管患者1162人，诊疗重症危重患者803人，出院、转院（科）732人，其中治愈出院513人，充分展现了浙江担当与浙江精神！“浙”风挡雨，致敬白衣战士！2018位英雄！浙江援鄂人员全名单公布            [组图共3张]    原图                            ,"http://ww1.sinaimg.cn/large/6e1fdf79ly1gd0t4iq170j20dccg6npf.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gd0t5hxu4tj20d4cmhnpf.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gd0tar696wj20dc2pe4a7.jpg",无,无,2020-03-20 23:30,专业版微博,242,53,36
Izxck2jA6,【一秒亮码！健康码可以放到手机桌面了，设置方法收好】眼下，买菜、购物、旅游、就医......健康码已经成为生活必备品。你有没有因为亮码步骤太多、过程繁琐而耽搁时间，接下来，请大家动动手，设置健康码的快速打开方式。健康码可以放到手机桌面，一秒亮码，手机里这样设置一下就好了！ [组图共2张]原图,"http://ww2.sinaimg.cn/large/6e1fdf79ly1gd0sr1deznj20cg1qx7da.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gd0sr40s72j20f32egwt7.jpg",无,无,2020-03-20 23:11,专业版微博,45,28,10
IzwP2vE2r,【血库储备量几创历史最低，488位医护人再次挺身而出！（附：杭州各献血点开放时间及地址）】3月19日和20日两天，共有488位浙大一院医护人员参与了无偿献血，献血量达到了113300毫升，更有19名医务人员登记了中华骨髓库。自新冠肺炎疫情发生以来，无偿献血人数锐减。为保障特殊时期的临床用血需求，杭州市献血服务中心呼吁献血者在做好科学防护的前提下，可前往以下各献血点献血。用血量吃紧！浙大一院医护人员撸起袖子献热血！            [组图共7张]    原图                            ,"http://ww4.sinaimg.cn/large/6e1fdf79ly1gd0qs7q2wfj20k00qomzl.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gd0qs7papaj20k00f00uh.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gd0qs7p44yj20k00qojtg.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gd0r39x8u3j20k01lpten.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gd0r3bo49lj20hs0nktaa.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gd0r3dbmfcj20gs0ov0tp.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gd0r3g1k6nj20ir0omk1r.jpg",无,无,2020-03-20 22:14,专业版微博,154,36,67
IzvFhChMl,#国家卫健委回应健康码互通互认#国家卫健委今日表示，目前全国低风险县域已占98%，各省份正在按照统一的数据格式标准和内容要求，加快向全国一体化平台汇聚本地区防疫健康信息的目录。截至目前，#全国绝大多数健康码可实现一码通行#支付宝上搜“防疫健康信息码”可领取全国版健康码。 [组图共3张]原图,"http://ww3.sinaimg.cn/large/6e1fdf79ly1gd0lzhvm27j20p00p0zmc.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gd0lzhruqij20p00p0tax.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gd0lzhs034j20p00p0gnz.jpg",无,无,2020-03-20 19:17,专业版微博,10,1,6
IzvtrzVB6,【浙江义乌一女子与男友吵架后为泄私愤在出租房放火，被刑拘】3月17日，租住在浙江省义乌市江东街道一出租房内的租户宋某因涉嫌放火罪被公安机关刑事拘留。据宋某交代，3月16日晚，她和男友吵架后男友离开家，她边哭边收拾屋子翻出打火机，点燃易燃物，火势大了之后她用拖把灭火未果，随后逃出房间呼救，大火导致整个房间过火，屋内物品化为灰烬。浙江义乌一女子与男友吵架后为泄私愤在出租房放火，被刑拘            [组图共7张]    原图                            ,"http://ww4.sinaimg.cn/large/6e1fdf79ly1gd0l50im2rj20k00eut9o.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gd0l50eygtj20k00ez0t7.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gd0l50i0zqj20k00nmmym.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gd0l50ewv9j20k00p0wfp.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gd0l50dzwij20k00ehdg9.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gd0l50es5rj20k00g2weq.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gd0l50e475j20k00ffmxe.jpg",无,无,2020-03-20 18:48,专业版微博,11,1,7
